22.png,1,78,55,78,219,9,32,
23.png,1,57,100,57,235,8,16,
24.png,2,106,42,106,220,8,31,147,23,147,217,8,34,
25.png,0,
26.png,1,137,91,137,230,7,21,
27.png,0,
28.png,1,133,95,133,196,7,29,
29.png,4,53,93,53,231,8,20,89,134,89,189,9,62,129,48,129,176,8,75,203,74,203,207,7,44,
30.png,1,131,57,131,148,8,30,
22.png,1,78,55,78,219,9,32,
23.png,1,57,100,57,235,8,16,
24.png,2,106,42,106,220,8,31,147,23,147,217,8,34,
25.png,0,
26.png,1,137,91,137,230,7,21,
27.png,0,
28.png,1,133,95,133,196,7,29,
29.png,4,53,93,53,231,8,20,89,134,89,189,9,62,129,48,129,176,8,75,203,74,203,207,7,44,
30.png,1,131,57,131,148,8,30,
22.png,1,78,55,78,219,9,32,
23.png,1,57,100,57,235,8,16,
24.png,2,106,42,106,220,8,31,147,23,147,217,8,34,
25.png,0,
26.png,1,137,91,137,230,7,21,
27.png,0,
28.png,1,133,95,133,196,7,29,
29.png,4,53,93,53,231,8,20,89,134,89,189,9,62,129,48,129,176,8,75,203,74,203,207,7,44,
30.png,1,131,57,131,148,8,30,
